ŒUVRE 1	ŒUVRE 2	NUM	PERCENTAGE	TEXTE 1	TEXTE 2	INTRA
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	26	1	« Une-deux », « une-deux » à l’infini, jusque dans la nuit, jusque dans les rêves des jeunes hommes qui du fond d’un noir sommeil hurlent d’une lèvre mécanique : Présent, mon lieutenant sur le rythme à deux temps.	« Une-deux », « Une-deux » à l’infini, jusque dans la nuit, jusque dans les rêves des jeunes hommes qui du fond d’un noir sommeil hurlent d’une lèvre mécanique : Présent mon lieutenant sur le rythme à deux temps.	False
Périodiques et collectifs 1943-1976	Le repos du cavalier 1958	21	1	« Vous qui venez du royaume de l’innombrable, dit l’enclave silencieusement, la route qui me traverse est prête à vous y reconduire, si ma pauvreté vous a déçus.	« Vous qui venez du royaume de l’innombrable, dit l’enclave silencieusement, la route qui me traverse est prête à vous y reconduire, si ma pauvreté vous a déçus.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	20	1	« Voyez cet homme, dit la rivière, qui ne sait pas quitter son orgueil d’homme en venant à nous, et qui veut comprendre avant que de sentir !	Voyez cet homme, dit la rivière, qui ne sait pas quitter son orgueil d’homme en venant à nous, et qui veut comprendre avant que de sentir !	False
Périodiques et collectifs 1915-1942	Les fleurs et les saisons	37	1	»  Ces vœux solennels de la dix-huitième année (on les retrouve jaunis au cœur d’anciens cahiers) trahissent, malgré leur puérile apparence, moins d’ambition et d’orgueil qu’une sorte d’irritation devant l’énigme qui point à la naissance de chaque printemps, – et l’angoisse et la peur de la laisser sans réponse.	»  Ces vœux solennels de la dix-huitième année (on les retrouve jaunis au cœur d’anciens cahiers) trahissent, malgré leur puérile apparence, moins d’ambition et d’orgueil qu’une sorte d’irritation devant l’énigme qui point à la naissance de chaque printemps, – et l’angoisse et la peur de la laisser sans réponse.	False
Périodiques et collectifs 1943-1976	Campagne perdue 1972	26	0.3661	»  Hier les petits chats sont venus au verger, le noir m’a tenu sans cesse compagnie, assis au pied de la grande échelle ou grimpant à l’arbre et me faisant signe d’une branche ou de l’autre.	Tu as aussi la fleur qui n’est qu’à toi, l’annonciatrice dont il faut taire le nom, même si elle se rit de ce silence volontaire, renaissant sous notre talon même, perçant les prairies de son doigt violâtre, murmurant à l’infini de sa voix doucereuse et fausse : Bientôt nous plongerons dans les froides ténèbres…    Hier les petits chats sont venus au verger, le noir m’a tenu sans cesse compagnie, assis au pied de la grande échelle ou grimpant à l’arbre et me faisant signe d’une branche ou de l’autre.	False
Périodiques et collectifs 1943-1976	JOURNAL	19	0.5428	»  Hier les petits chats sont venus au verger, le noir m’a tenu sans cesse compagnie, assis au pied de la grande échelle ou grimpant à l’arbre et me faisant signe d’une branche ou de l’autre.	Les petits chats sont venus au verger, le petit noir – Milaine – m’a tenu fidèle compagnie, assis au pied de la grande échelle ou montant dans l’arbre et me faisant signe d’une branche ou de l’autre.	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	7	1	»  Le hasard ne vous donnera pas toujours ces épuisantes rêveries.	»  Le hasard ne vous donnera pas toujours ces épuisantes rêveries.	False
Périodiques et collectifs 1915-1942	JOURNAL	16	0.4848	»  Quelque chose est définitivement changé dans notre optique spirituelle par la mort : sentiment constant du précaire introduit parmi des vues qui se fondaient toutes, naïvement, sur une espèce d’absolu imaginaire.	Quelque chose a été   définitivement changé dans mon  optique spirituelle par ces morts : le sentiment constant du précaire introduit parmi des vues qui se fondaient toutes, naïvement, sur une espèce d’ab- solu imaginaire.	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	4	0.3636	»  VILLE DE PÂQUES È pericoloso sporgersi (Chemins de fer)  LE REFLET. – C’est toi que j’attendais.	È pericoloso sporgersi (Chemins de fer.)	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	28	0.875	» – ou la cadence immuable des « par groupes » et des ports d’arme) opérant même sur une sentinelle isolée, fait subir à l’individu une sorte d’organisation mathématique : l’enchevêtrement de ses rythmes complexes devient un ensemble toujours décomposable en son unité fondamentale.	» – ou la cadence immuable des « par groupes » et des ports d’arme) opérant même sur une sentinelle isolée, fait subir à l’individu une sorte d’organisation mathématique : l’enchevêtrement de ses rythmes complexes devint un ensemble toujours décomposable en son unité fondamentale.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	23	1	» – un cri jaillit près de moi qui faucha notre délire ; un petit vieillard, tête nue, les épaules tachées de neige, courait vers la scène à travers un peuple de statues.	» – un cri jaillit près de moi qui faucha notre délire ; un petit vieillard, tête nue, les épaules tachées de neige, courait vers la scène à travers un peuple de statues.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	7	1	» ai-je crié quand ton premier chant m’a traversé le cœur.	» ai-je crié quand ton premier chant m’a traversé le cœur.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	34	1	» Car toutes les œuvres de Clerc la révèlent, avec plus ou moins de puissance selon le degré de leur perfection, cette soif de la plénitude expressive et de l’envoûtement formel obtenus par le calme jeu des lignes, des volumes, des lumières et de l’ombre.	» Car toutes les œuvres de Clerc la révèlent, avec plus ou moins de puissance selon le degré de leur perfection, cette soif de la plénitude expressive et de l’envoûtement formel obtenus par le calme jeu des lignes, des volumes, des lumières et de l’ombre.	False
JOURNAL	Feuillets 1929	8	0.6666	» ce beau vers de M[atthey] une voix sans cesse en moi le recommence.	Ce beau vers de M. une voix sans cesse en moi le recommence.	False
Périodiques et collectifs 1915-1942	Campagne perdue 1972	2	1	» Comme c’est vite fait !	» Comme c’est vite fait !	False
Périodiques et collectifs 1915-1942	Feuillets 1929	22	1	» crie à l’un de ses employés un marchand de chaussures, des diamants vitreux à ses mains sales, une chevelure bouclée d’huile bleue. – et il le serre dans ses bras.	» crie à l’un de ses employés un marchand de chaussures, des diamants vitreux à ses mains sales, une chevelure bouclée d’huile bleue, – et il le serre dans ses bras.	False
Périodiques et collectifs 1943-1976	Campagne perdue 1972	31	0.6078	» demandais-je au faucheur, au laboureur, au herseur, au moissonneur à demi submergé d’épis – ces taches au loin bleues, fauves ou blanches perdues dans l’immense paysage –, et tous à ma question silencieuse ont donné la même réponse, la plus belle qui se puisse : « Je suis… » Mais avec eux le pays tout entier répondait aussi, et la réponse était la même.	» demandais-je au faucheur, au laboureur, au herseur, au moissonneur à demi submergé d’épis – ces taches au loin blanches, fauves ou bleues perdues dans l’immense paysage – et tous à ma question silencieuse ont donné la réponse la plus simple, la plus belle qui se puisse : « Je suis.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	3	0.3	» Et le soir : « Que ne suis-je au matin ?	Le matin je me dis : « Que ne suis-je au soir ?	True
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	13	1	» et les pigeons posés de tuile en tuile guettent, le bec vers l’ouest, l’essaim montant des nuages.	et les pigeons posés de tuile en tuile guettent, le bec vers l’ouest, l’essaim montant des nuages.	True
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	13	1	» et les pigeons posés de tuile en tuile guettent, le bec vers l’ouest, l’essaim montant des nuages.	et les pigeons posés de tuile en tuile guettent, le bec vers l’ouest, l’essaim montant des nuages.	True
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	13	1	» et les pigeons posés de tuile en tuile guettent, le bec vers l’ouest, l’essaim montant des nuages.	» et les pigeons posés de tuile en tuile guettent, le bec vers l’ouest, l’essaim montant des nuages.	True
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	20	1	» Et tout s’effondre dans le noir, comme le monde la nuit, quand vingt éclairs vous cinglent vingt fois les yeux du même paysage bleu de soufre.	» Et tout s’effondre dans le noir, comme le monde la nuit, quand vingt éclairs vous cinglent vingt fois les yeux du même paysage bleu de soufre.	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	7	1	» II en est de même pour certaines formes de vie.	»] II en est de même pour certaines formes de vie.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	44	1	» II s’agit de l’instant suprême où la communion avec le monde nous est donnée, où l’univers cesse d’être un spectacle parfaitement lisible, entièrement inane, pour devenir une immense gerbe de messages, un concert sans cesse recommencé de cris, de chants, de gestes, où tout être, toute chose est à la fois signe et porteur de signe.	» II s’agit de l’instant suprême où la communion avec le monde nous est donnée, où l’univers cesse d’être un spectacle parfaitement lisible, entièrement inane, pour devenir une immense gerbe de messages, un concert sans cesse recommencé de cris, de chants, de gestes, où tout être, toute chose est à la fois signe et porteur de signe.	False
Périodiques et collectifs 1943-1976	Campagne perdue 1972	34	1	» J’entends encore cette voix qui s’arrêtait brusquement à chaque fin de vers, dans une sorte de resserrement guttural sur la dernière syllabe : la voix, tendue à se rompre, de qui revit naïvement, de tout son être, le vieux drame de larmes et de sang.	» J’entends encore cette voix qui s’arrêtait brusquement à chaque fin de vers, dans une sorte de resserrement guttural sur la dernière syllabe : la voix, tendue à se rompre, de qui revit naïvement, de tout son être, le vieux drame de larmes et de sang.	False
Périodiques et collectifs 1943-1976	Les fleurs et les saisons	14	1	» Je crois naïvement qu’il faut prendre à la lettre, dans l’absolu de sa vérité lyrique, cette parole révélatrice.	» Je crois naïvement qu’il faut prendre à la lettre, dans l’absolu de sa vérité lyrique, cette parole révélatrice.	False
Périodiques et collectifs 1915-1942	Périodiques et collectifs 1915-1942	16	1	» Je lève les yeux, je vois luire goutte à goutte parmi les feuilles une autre absence plus terrible encore : les étoiles.	» Je lève les yeux, je vois luire goutte à goutte parmi les feuilles une autre absence plus terrible encore : les étoiles.	True
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	7	1	» Je n’ai pas le temps de répondre, tout a disparu.	» Je n’ai pas le temps de répondre, tout a disparu.	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	3	1	» Je n’aurais pas dû dormir.	» Je n’aurais pas dû dormir.	False
Périodiques et collectifs 1943-1976	JOURNAL	2	0.6666	» Je ne sais pas répondre.	Je ne sais pas.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	14	0.5185	» Je traîne avec moi cette phrase et ce destin parmi les moissons du soir que le soleil a quittées et qui rayonnent doucement leur or dans l’ombre grandissante.	FERNAND CONTRE LE CIEL    Je vais parmi les moissons du soir que le soleil a quittées et qui rayonnent doucement leur or dans l’ombre grandissante.	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	33	1	» L’autre :  LA MORT DU PÉCHEUR – LA MORTE DEL PECCATORE  « L’agonisant se détourne avec horreur d’un crucifix que lui tend le prêtre au désespoir ; regarde avec amour l’image d’une passion coupable, et près de celle-ci, un sac de louis qui vomit son or.	» L’autre : LA MORT DU PÉCHEUR LA MORTE DEL PECCATORE « L’agonisant se détourne avec horreur d’un crucifix que lui tend le prêtre au désespoir ; regarde avec amour l’image d’une passion coupable, et près de celle-ci, un sac de louis qui vomit son or.	False
